eerm,gcn,68.698 ± 3.118,55.708 ± 2.957,59.702 ± 5.272,57.770 ± 4.270,54.040 ± 3.244,54.716 ± 5.824,52.228 ± 1.376,52.266 ± 1.711,
gstopr,r=0.5,g=1.0,gcn,72.929 ± 1.863,56.356 ± 1.865,63.410 ± 4.843,59.012 ± 2.108,56.525 ± 2.361,52.016 ± 9.028,53.103 ± 1.217,50.998 ± 2.595,
erm,gcn,69.033 ± 1.522,53.717 ± 1.232,63.423 ± 8.208,51.130 ± 2.553,53.447 ± 2.708,47.481 ± 6.969,49.650 ± 1.212,48.878 ± 2.248,
gstopr,r=0.5,g=0.0,gcn,76.434 ± 3.090,55.827 ± 2.022,66.010 ± 4.678,56.200 ± 5.850,56.679 ± 1.920,51.650 ± 9.430,52.693 ± 0.683,52.159 ± 2.275,
