erm,sage,85.817 ± 0.795,46.200 ± 0.404,60.200 ± 2.901,41.672 ± 1.916,39.224 ± 2.844,36.375 ± 2.518,
gstopr,r=0.5,g=1.0,sage,86.774 ± 0.672,46.736 ± 0.434,65.046 ± 2.184,42.679 ± 1.150,40.710 ± 1.427,38.045 ± 1.381,
gstopr,r=0.5,g=0.0,sage,87.951 ± 0.652,45.128 ± 1.269,64.539 ± 4.297,41.186 ± 1.735,38.089 ± 1.971,36.003 ± 2.151,
